"","GEOID","COUNTY_ALPHA","STATE_ALPHA","YEAR","category","proportion"
"777","06033","LAKE","CALIFORNIA",2018,"Daily crop-water ET",16.92
"778","06035","LASSEN","CALIFORNIA",2018,"Daily crop-water ET",2.48
"779","06037","LOS ANGELES","CALIFORNIA",2018,"Daily crop-water ET",7.27
"780","06039","MADERA","CALIFORNIA",2018,"Daily crop-water ET",5.61
"781","06041","MARIN","CALIFORNIA",2018,"Daily crop-water ET",0
"782","06045","MENDOCINO","CALIFORNIA",2018,"Daily crop-water ET",3.63
"783","06047","MERCED","CALIFORNIA",2018,"Daily crop-water ET",5.75
"784","06049","MODOC","CALIFORNIA",2018,"Daily crop-water ET",6.68
"785","06051","MONO","CALIFORNIA",2018,"Daily crop-water ET",6.17
"786","06053","MONTEREY","CALIFORNIA",2018,"Daily crop-water ET",5.16
"787","06055","NAPA","CALIFORNIA",2018,"Daily crop-water ET",4.51
"788","06057","NEVADA","CALIFORNIA",2018,"Daily crop-water ET",4.55
"789","06059","ORANGE","CALIFORNIA",2018,"Daily crop-water ET",0
"790","06061","PLACER","CALIFORNIA",2018,"Daily crop-water ET",5.28
"791","06065","RIVERSIDE","CALIFORNIA",2018,"Daily crop-water ET",3.93
"792","06067","SACRAMENTO","CALIFORNIA",2018,"Daily crop-water ET",5.38
"793","06069","SAN BENITO","CALIFORNIA",2018,"Daily crop-water ET",0
"794","06071","SAN BERNARDINO","CALIFORNIA",2018,"Daily crop-water ET",3.21
"795","06073","SAN DIEGO","CALIFORNIA",2018,"Daily crop-water ET",4.46
"796","06077","SAN JOAQUIN","CALIFORNIA",2018,"Daily crop-water ET",8.97
"797","06079","SAN LUIS OBISPO","CALIFORNIA",2018,"Daily crop-water ET",11.49
"798","06081","SAN MATEO","CALIFORNIA",2018,"Daily crop-water ET",0
"799","06083","SANTA BARBARA","CALIFORNIA",2018,"Daily crop-water ET",6.38
"800","06085","SANTA CLARA","CALIFORNIA",2018,"Daily crop-water ET",4.11
"801","06087","SANTA CRUZ","CALIFORNIA",2018,"Daily crop-water ET",2.15
"802","06089","SHASTA","CALIFORNIA",2018,"Daily crop-water ET",3.33
"803","06093","SISKIYOU","CALIFORNIA",2018,"Daily crop-water ET",0.68
"804","06095","SOLANO","CALIFORNIA",2018,"Daily crop-water ET",5.55
"805","06097","SONOMA","CALIFORNIA",2018,"Daily crop-water ET",4.17
"806","06099","STANISLAUS","CALIFORNIA",2018,"Daily crop-water ET",8.86
"807","06101","SUTTER","CALIFORNIA",2018,"Daily crop-water ET",2.83
"808","06103","TEHAMA","CALIFORNIA",2018,"Daily crop-water ET",6.9
"809","06107","TULARE","CALIFORNIA",2018,"Daily crop-water ET",7.01
"810","06109","TUOLUMNE","CALIFORNIA",2018,"Daily crop-water ET",0
"811","06111","VENTURA","CALIFORNIA",2018,"Daily crop-water ET",5.36
"812","06113","YOLO","CALIFORNIA",2018,"Daily crop-water ET",8.25
"813","06115","YUBA","CALIFORNIA",2018,"Daily crop-water ET",2.69
"814","08001","ADAMS","COLORADO",2018,"Daily crop-water ET",1.13
"815","08003","ALAMOSA","COLORADO",2018,"Daily crop-water ET",4.12
"816","08007","ARCHULETA","COLORADO",2018,"Daily crop-water ET",0
"817","08013","BOULDER","COLORADO",2018,"Daily crop-water ET",0
"818","08021","CONEJOS","COLORADO",2018,"Daily crop-water ET",1.31
"819","08029","DELTA","COLORADO",2018,"Daily crop-water ET",0
"820","08039","ELBERT","COLORADO",2018,"Daily crop-water ET",1.38
"821","08041","EL PASO","COLORADO",2018,"Daily crop-water ET",0
"822","08043","FREMONT","COLORADO",2018,"Daily crop-water ET",0
"823","08045","GARFIELD","COLORADO",2018,"Daily crop-water ET",6.02
"824","08049","GRAND","COLORADO",2018,"Daily crop-water ET",0
"825","08051","GUNNISON","COLORADO",2018,"Daily crop-water ET",0.33
"826","08057","JACKSON","COLORADO",2018,"Daily crop-water ET",0
"827","08059","JEFFERSON","COLORADO",2018,"Daily crop-water ET",0.94
"828","08063","KIT CARSON","COLORADO",2018,"Daily crop-water ET",1.82
"829","08067","LA PLATA","COLORADO",2018,"Daily crop-water ET",0
"830","08069","LARIMER","COLORADO",2018,"Daily crop-water ET",0.2
"831","08075","LOGAN","COLORADO",2018,"Daily crop-water ET",8.89
"832","08077","MESA","COLORADO",2018,"Daily crop-water ET",1.21
"833","08081","MOFFAT","COLORADO",2018,"Daily crop-water ET",0
"834","08083","MONTEZUMA","COLORADO",2018,"Daily crop-water ET",2.01
"835","08085","MONTROSE","COLORADO",2018,"Daily crop-water ET",0.32
"836","08087","MORGAN","COLORADO",2018,"Daily crop-water ET",8.15
"837","08089","OTERO","COLORADO",2018,"Daily crop-water ET",3.01
"838","08095","PHILLIPS","COLORADO",2018,"Daily crop-water ET",18.75
"839","08099","PROWERS","COLORADO",2018,"Daily crop-water ET",1.53
"840","08101","PUEBLO","COLORADO",2018,"Daily crop-water ET",0
"841","08103","RIO BLANCO","COLORADO",2018,"Daily crop-water ET",0
"842","08105","RIO GRANDE","COLORADO",2018,"Daily crop-water ET",13.23
"843","08107","ROUTT","COLORADO",2018,"Daily crop-water ET",0
"844","08109","SAGUACHE","COLORADO",2018,"Daily crop-water ET",3.36
"845","08115","SEDGWICK","COLORADO",2018,"Daily crop-water ET",8.7
"846","08121","WASHINGTON","COLORADO",2018,"Daily crop-water ET",20.49
"847","08123","WELD","COLORADO",2018,"Daily crop-water ET",2.69
"848","08125","YUMA","COLORADO",2018,"Daily crop-water ET",11.16
"849","32001","CHURCHILL","NEVADA",2018,"Daily crop-water ET",1.75
"850","32003","CLARK","NEVADA",2018,"Daily crop-water ET",0
"851","32005","DOUGLAS","NEVADA",2018,"Daily crop-water ET",0
"852","32007","ELKO","NEVADA",2018,"Daily crop-water ET",0
"853","32011","EUREKA","NEVADA",2018,"Daily crop-water ET",4.79
"854","32013","HUMBOLDT","NEVADA",2018,"Daily crop-water ET",0
"855","32017","LINCOLN","NEVADA",2018,"Daily crop-water ET",0
"856","32019","LYON","NEVADA",2018,"Daily crop-water ET",0
"857","32023","NYE","NEVADA",2018,"Daily crop-water ET",0
"858","32027","PERSHING","NEVADA",2018,"Daily crop-water ET",0
"859","32031","WASHOE","NEVADA",2018,"Daily crop-water ET",0
"860","32033","WHITE PINE","NEVADA",2018,"Daily crop-water ET",0
"861","35001","BERNALILLO","NEW MEXICO",2018,"Daily crop-water ET",0
"862","35005","CHAVES","NEW MEXICO",2018,"Daily crop-water ET",0
"863","35009","CURRY","NEW MEXICO",2018,"Daily crop-water ET",0
"864","35013","DONA ANA","NEW MEXICO",2018,"Daily crop-water ET",0.03
"865","35015","EDDY","NEW MEXICO",2018,"Daily crop-water ET",4.61
"866","35025","LEA","NEW MEXICO",2018,"Daily crop-water ET",4.06
"867","35033","MORA","NEW MEXICO",2018,"Daily crop-water ET",0
"868","35035","OTERO","NEW MEXICO",2018,"Daily crop-water ET",0
"869","35037","QUAY","NEW MEXICO",2018,"Daily crop-water ET",0
"870","35039","RIO ARRIBA","NEW MEXICO",2018,"Daily crop-water ET",0
"871","35041","ROOSEVELT","NEW MEXICO",2018,"Daily crop-water ET",0
"872","35043","SANDOVAL","NEW MEXICO",2018,"Daily crop-water ET",1.27
"873","35045","SAN JUAN","NEW MEXICO",2018,"Daily crop-water ET",0.13
"874","35047","SAN MIGUEL","NEW MEXICO",2018,"Daily crop-water ET",0
"875","35049","SANTA FE","NEW MEXICO",2018,"Daily crop-water ET",0
"876","35053","SOCORRO","NEW MEXICO",2018,"Daily crop-water ET",0
"877","35055","TAOS","NEW MEXICO",2018,"Daily crop-water ET",0
"878","35061","VALENCIA","NEW MEXICO",2018,"Daily crop-water ET",0
"879","49003","BOX ELDER","UTAH",2018,"Daily crop-water ET",0.13
"880","49005","CACHE","UTAH",2018,"Daily crop-water ET",0.19
"881","49007","CARBON","UTAH",2018,"Daily crop-water ET",0
"882","49011","DAVIS","UTAH",2018,"Daily crop-water ET",0.49
"883","49013","DUCHESNE","UTAH",2018,"Daily crop-water ET",0
"884","49015","EMERY","UTAH",2018,"Daily crop-water ET",0
"885","49017","GARFIELD","UTAH",2018,"Daily crop-water ET",0
"886","49021","IRON","UTAH",2018,"Daily crop-water ET",3.9
"887","49023","JUAB","UTAH",2018,"Daily crop-water ET",0
"888","49027","MILLARD","UTAH",2018,"Daily crop-water ET",3.98
"889","49033","RICH","UTAH",2018,"Daily crop-water ET",0
"890","49035","SALT LAKE","UTAH",2018,"Daily crop-water ET",4.3
"891","49039","SANPETE","UTAH",2018,"Daily crop-water ET",0
"892","49041","SEVIER","UTAH",2018,"Daily crop-water ET",0
"893","49043","SUMMIT","UTAH",2018,"Daily crop-water ET",0
"894","49045","TOOELE","UTAH",2018,"Daily crop-water ET",0
"895","49047","UINTAH","UTAH",2018,"Daily crop-water ET",0
"896","49049","UTAH","UTAH",2018,"Daily crop-water ET",0
"897","49051","WASATCH","UTAH",2018,"Daily crop-water ET",0
"898","49053","WASHINGTON","UTAH",2018,"Daily crop-water ET",0
"899","49055","WAYNE","UTAH",2018,"Daily crop-water ET",0
"900","49057","WEBER","UTAH",2018,"Daily crop-water ET",0
"901","04001","APACHE","ARIZONA",2018,"Water delivered in turn",45.25
"902","04003","COCHISE","ARIZONA",2018,"Water delivered in turn",0
"903","04009","GRAHAM","ARIZONA",2018,"Water delivered in turn",16.84
"904","04011","GREENLEE","ARIZONA",2018,"Water delivered in turn",6.23
"905","04012","LA PAZ","ARIZONA",2018,"Water delivered in turn",15.09
"906","04013","MARICOPA","ARIZONA",2018,"Water delivered in turn",10.29
"907","04015","MOHAVE","ARIZONA",2018,"Water delivered in turn",22.86
"908","04017","NAVAJO","ARIZONA",2018,"Water delivered in turn",31.58
"909","04019","PIMA","ARIZONA",2018,"Water delivered in turn",0
"910","04021","PINAL","ARIZONA",2018,"Water delivered in turn",5.48
"911","04025","YAVAPAI","ARIZONA",2018,"Water delivered in turn",5.03
"912","04027","YUMA","ARIZONA",2018,"Water delivered in turn",13.03
"913","06001","ALAMEDA","CALIFORNIA",2018,"Water delivered in turn",0
"914","06005","AMADOR","CALIFORNIA",2018,"Water delivered in turn",0
"915","06007","BUTTE","CALIFORNIA",2018,"Water delivered in turn",2.31
"916","06009","CALAVERAS","CALIFORNIA",2018,"Water delivered in turn",0
"917","06011","COLUSA","CALIFORNIA",2018,"Water delivered in turn",9.54
"918","06013","CONTRA COSTA","CALIFORNIA",2018,"Water delivered in turn",5.35
"919","06017","EL DORADO","CALIFORNIA",2018,"Water delivered in turn",1.24
"920","06019","FRESNO","CALIFORNIA",2018,"Water delivered in turn",11.19
"921","06021","GLENN","CALIFORNIA",2018,"Water delivered in turn",13.86
"922","06023","HUMBOLDT","CALIFORNIA",2018,"Water delivered in turn",0
"923","06025","IMPERIAL","CALIFORNIA",2018,"Water delivered in turn",5.28
"924","06027","INYO","CALIFORNIA",2018,"Water delivered in turn",18.09
"925","06029","KERN","CALIFORNIA",2018,"Water delivered in turn",3.32
"926","06031","KINGS","CALIFORNIA",2018,"Water delivered in turn",7.41
"927","06033","LAKE","CALIFORNIA",2018,"Water delivered in turn",0
"928","06035","LASSEN","CALIFORNIA",2018,"Water delivered in turn",0.93
"929","06037","LOS ANGELES","CALIFORNIA",2018,"Water delivered in turn",3.48
"930","06039","MADERA","CALIFORNIA",2018,"Water delivered in turn",2.55
"931","06041","MARIN","CALIFORNIA",2018,"Water delivered in turn",0
"932","06045","MENDOCINO","CALIFORNIA",2018,"Water delivered in turn",0
"933","06047","MERCED","CALIFORNIA",2018,"Water delivered in turn",4.81
"934","06049","MODOC","CALIFORNIA",2018,"Water delivered in turn",7.58
"935","06051","MONO","CALIFORNIA",2018,"Water delivered in turn",8.02
"936","06053","MONTEREY","CALIFORNIA",2018,"Water delivered in turn",0.99
"937","06055","NAPA","CALIFORNIA",2018,"Water delivered in turn",0.22
"938","06057","NEVADA","CALIFORNIA",2018,"Water delivered in turn",14.05
"939","06059","ORANGE","CALIFORNIA",2018,"Water delivered in turn",16.2
"940","06061","PLACER","CALIFORNIA",2018,"Water delivered in turn",8.24
"941","06065","RIVERSIDE","CALIFORNIA",2018,"Water delivered in turn",0
"942","06067","SACRAMENTO","CALIFORNIA",2018,"Water delivered in turn",2.52
"943","06069","SAN BENITO","CALIFORNIA",2018,"Water delivered in turn",0
"944","06071","SAN BERNARDINO","CALIFORNIA",2018,"Water delivered in turn",15.62
"945","06073","SAN DIEGO","CALIFORNIA",2018,"Water delivered in turn",0.35
"946","06077","SAN JOAQUIN","CALIFORNIA",2018,"Water delivered in turn",5.31
"947","06079","SAN LUIS OBISPO","CALIFORNIA",2018,"Water delivered in turn",0.96
"948","06081","SAN MATEO","CALIFORNIA",2018,"Water delivered in turn",6.2
"949","06083","SANTA BARBARA","CALIFORNIA",2018,"Water delivered in turn",0.07
"950","06085","SANTA CLARA","CALIFORNIA",2018,"Water delivered in turn",2.95
"951","06087","SANTA CRUZ","CALIFORNIA",2018,"Water delivered in turn",0
"952","06089","SHASTA","CALIFORNIA",2018,"Water delivered in turn",14.64
"953","06093","SISKIYOU","CALIFORNIA",2018,"Water delivered in turn",15.74
"954","06095","SOLANO","CALIFORNIA",2018,"Water delivered in turn",4.68
"955","06097","SONOMA","CALIFORNIA",2018,"Water delivered in turn",0.83
"956","06099","STANISLAUS","CALIFORNIA",2018,"Water delivered in turn",8.93
"957","06101","SUTTER","CALIFORNIA",2018,"Water delivered in turn",0.39
"958","06103","TEHAMA","CALIFORNIA",2018,"Water delivered in turn",13.75
"959","06107","TULARE","CALIFORNIA",2018,"Water delivered in turn",4.6
"960","06109","TUOLUMNE","CALIFORNIA",2018,"Water delivered in turn",10
"961","06111","VENTURA","CALIFORNIA",2018,"Water delivered in turn",5.19
"962","06113","YOLO","CALIFORNIA",2018,"Water delivered in turn",3.89
"963","06115","YUBA","CALIFORNIA",2018,"Water delivered in turn",5.62
"964","08001","ADAMS","COLORADO",2018,"Water delivered in turn",36.23
"965","08003","ALAMOSA","COLORADO",2018,"Water delivered in turn",14.43
"966","08007","ARCHULETA","COLORADO",2018,"Water delivered in turn",19.61
"967","08013","BOULDER","COLORADO",2018,"Water delivered in turn",27.43
"968","08021","CONEJOS","COLORADO",2018,"Water delivered in turn",36.75
"969","08029","DELTA","COLORADO",2018,"Water delivered in turn",33.99
"970","08039","ELBERT","COLORADO",2018,"Water delivered in turn",0
"971","08041","EL PASO","COLORADO",2018,"Water delivered in turn",0
"972","08043","FREMONT","COLORADO",2018,"Water delivered in turn",53.89
"973","08045","GARFIELD","COLORADO",2018,"Water delivered in turn",14.79
"974","08049","GRAND","COLORADO",2018,"Water delivered in turn",15.75
"975","08051","GUNNISON","COLORADO",2018,"Water delivered in turn",12.71
"976","08057","JACKSON","COLORADO",2018,"Water delivered in turn",7.55
"977","08059","JEFFERSON","COLORADO",2018,"Water delivered in turn",10.8
"978","08063","KIT CARSON","COLORADO",2018,"Water delivered in turn",0
"979","08067","LA PLATA","COLORADO",2018,"Water delivered in turn",45.77
"980","08069","LARIMER","COLORADO",2018,"Water delivered in turn",20.01
"981","08075","LOGAN","COLORADO",2018,"Water delivered in turn",11.91
"982","08077","MESA","COLORADO",2018,"Water delivered in turn",17.42
"983","08081","MOFFAT","COLORADO",2018,"Water delivered in turn",43.56
"984","08083","MONTEZUMA","COLORADO",2018,"Water delivered in turn",33.61
"985","08085","MONTROSE","COLORADO",2018,"Water delivered in turn",27.06
"986","08087","MORGAN","COLORADO",2018,"Water delivered in turn",12.72
"987","08089","OTERO","COLORADO",2018,"Water delivered in turn",46.66
"988","08095","PHILLIPS","COLORADO",2018,"Water delivered in turn",0
"989","08099","PROWERS","COLORADO",2018,"Water delivered in turn",36.4
"990","08101","PUEBLO","COLORADO",2018,"Water delivered in turn",38.34
"991","08103","RIO BLANCO","COLORADO",2018,"Water delivered in turn",28.91
"992","08105","RIO GRANDE","COLORADO",2018,"Water delivered in turn",15.16
"993","08107","ROUTT","COLORADO",2018,"Water delivered in turn",11.19
"994","08109","SAGUACHE","COLORADO",2018,"Water delivered in turn",5.88
"995","08115","SEDGWICK","COLORADO",2018,"Water delivered in turn",15.22
"996","08121","WASHINGTON","COLORADO",2018,"Water delivered in turn",0
"997","08123","WELD","COLORADO",2018,"Water delivered in turn",23.32
"998","08125","YUMA","COLORADO",2018,"Water delivered in turn",5.01
"999","32001","CHURCHILL","NEVADA",2018,"Water delivered in turn",11.51
"1000","32003","CLARK","NEVADA",2018,"Water delivered in turn",21.92
"1001","32005","DOUGLAS","NEVADA",2018,"Water delivered in turn",52.19
"1002","32007","ELKO","NEVADA",2018,"Water delivered in turn",26.29
"1003","32011","EUREKA","NEVADA",2018,"Water delivered in turn",0
"1004","32013","HUMBOLDT","NEVADA",2018,"Water delivered in turn",17.14
"1005","32017","LINCOLN","NEVADA",2018,"Water delivered in turn",21.58
"1006","32019","LYON","NEVADA",2018,"Water delivered in turn",5.8
"1007","32023","NYE","NEVADA",2018,"Water delivered in turn",9.87
"1008","32027","PERSHING","NEVADA",2018,"Water delivered in turn",15.38
"1009","32031","WASHOE","NEVADA",2018,"Water delivered in turn",13.72
"1010","32033","WHITE PINE","NEVADA",2018,"Water delivered in turn",15.59
"1011","35001","BERNALILLO","NEW MEXICO",2018,"Water delivered in turn",32.49
"1012","35005","CHAVES","NEW MEXICO",2018,"Water delivered in turn",5.89
"1013","35009","CURRY","NEW MEXICO",2018,"Water delivered in turn",0
"1014","35013","DONA ANA","NEW MEXICO",2018,"Water delivered in turn",19.86
"1015","35015","EDDY","NEW MEXICO",2018,"Water delivered in turn",6.81
"1016","35025","LEA","NEW MEXICO",2018,"Water delivered in turn",0
"1017","35033","MORA","NEW MEXICO",2018,"Water delivered in turn",30.7
"1018","35035","OTERO","NEW MEXICO",2018,"Water delivered in turn",12.36
"1019","35037","QUAY","NEW MEXICO",2018,"Water delivered in turn",10.28
"1020","35039","RIO ARRIBA","NEW MEXICO",2018,"Water delivered in turn",14.15
"1021","35041","ROOSEVELT","NEW MEXICO",2018,"Water delivered in turn",0
"1022","35043","SANDOVAL","NEW MEXICO",2018,"Water delivered in turn",15.21
"1023","35045","SAN JUAN","NEW MEXICO",2018,"Water delivered in turn",19.44
"1024","35047","SAN MIGUEL","NEW MEXICO",2018,"Water delivered in turn",26.13
"1025","35049","SANTA FE","NEW MEXICO",2018,"Water delivered in turn",38.24
"1026","35053","SOCORRO","NEW MEXICO",2018,"Water delivered in turn",29.32
"1027","35055","TAOS","NEW MEXICO",2018,"Water delivered in turn",37.76
"1028","35061","VALENCIA","NEW MEXICO",2018,"Water delivered in turn",28.57
"1029","49003","BOX ELDER","UTAH",2018,"Water delivered in turn",25
"1030","49005","CACHE","UTAH",2018,"Water delivered in turn",22.97
"1031","49007","CARBON","UTAH",2018,"Water delivered in turn",17.16
"1032","49011","DAVIS","UTAH",2018,"Water delivered in turn",26.69
"1033","49013","DUCHESNE","UTAH",2018,"Water delivered in turn",38.79
"1034","49015","EMERY","UTAH",2018,"Water delivered in turn",12.05
"1035","49017","GARFIELD","UTAH",2018,"Water delivered in turn",40.38
"1036","49021","IRON","UTAH",2018,"Water delivered in turn",25.43
"1037","49023","JUAB","UTAH",2018,"Water delivered in turn",22.92
"1038","49027","MILLARD","UTAH",2018,"Water delivered in turn",22.76
"1039","49033","RICH","UTAH",2018,"Water delivered in turn",26.84
"1040","49035","SALT LAKE","UTAH",2018,"Water delivered in turn",22.61
"1041","49039","SANPETE","UTAH",2018,"Water delivered in turn",33.65
"1042","49041","SEVIER","UTAH",2018,"Water delivered in turn",19.28
"1043","49043","SUMMIT","UTAH",2018,"Water delivered in turn",29.58
"1044","49045","TOOELE","UTAH",2018,"Water delivered in turn",26.3
"1045","49047","UINTAH","UTAH",2018,"Water delivered in turn",25.5
"1046","49049","UTAH","UTAH",2018,"Water delivered in turn",33.78
"1047","49051","WASATCH","UTAH",2018,"Water delivered in turn",38.46
"1048","49053","WASHINGTON","UTAH",2018,"Water delivered in turn",24.19
"1049","49055","WAYNE","UTAH",2018,"Water delivered in turn",31.55
"1050","49057","WEBER","UTAH",2018,"Water delivered in turn",32.86
"1051","04001","APACHE","ARIZONA",2018,"Personal calendar",0
"1052","04003","COCHISE","ARIZONA",2018,"Personal calendar",18.67
"1053","04009","GRAHAM","ARIZONA",2018,"Personal calendar",10.53
"1054","04011","GREENLEE","ARIZONA",2018,"Personal calendar",18.68
"1055","04012","LA PAZ","ARIZONA",2018,"Personal calendar",2.83
"1056","04013","MARICOPA","ARIZONA",2018,"Personal calendar",13.3
"1057","04015","MOHAVE","ARIZONA",2018,"Personal calendar",22.86
"1058","04017","NAVAJO","ARIZONA",2018,"Personal calendar",10.53
"1059","04019","PIMA","ARIZONA",2018,"Personal calendar",30.05
"1060","04021","PINAL","ARIZONA",2018,"Personal calendar",9.44
"1061","04025","YAVAPAI","ARIZONA",2018,"Personal calendar",12.89
"1062","04027","YUMA","ARIZONA",2018,"Personal calendar",27.53
"1063","06001","ALAMEDA","CALIFORNIA",2018,"Personal calendar",4.85
"1064","06005","AMADOR","CALIFORNIA",2018,"Personal calendar",29.34
"1065","06007","BUTTE","CALIFORNIA",2018,"Personal calendar",17.75
"1066","06009","CALAVERAS","CALIFORNIA",2018,"Personal calendar",0
"1067","06011","COLUSA","CALIFORNIA",2018,"Personal calendar",13.24
"1068","06013","CONTRA COSTA","CALIFORNIA",2018,"Personal calendar",12.09
"1069","06017","EL DORADO","CALIFORNIA",2018,"Personal calendar",16.6
"1070","06019","FRESNO","CALIFORNIA",2018,"Personal calendar",11.74
"1071","06021","GLENN","CALIFORNIA",2018,"Personal calendar",9.9
"1072","06023","HUMBOLDT","CALIFORNIA",2018,"Personal calendar",21.77
"1073","06025","IMPERIAL","CALIFORNIA",2018,"Personal calendar",12.15
"1074","06027","INYO","CALIFORNIA",2018,"Personal calendar",14.89
"1075","06029","KERN","CALIFORNIA",2018,"Personal calendar",10.89
"1076","06031","KINGS","CALIFORNIA",2018,"Personal calendar",11.97
"1077","06033","LAKE","CALIFORNIA",2018,"Personal calendar",0
"1078","06035","LASSEN","CALIFORNIA",2018,"Personal calendar",14.24
"1079","06037","LOS ANGELES","CALIFORNIA",2018,"Personal calendar",9.24
"1080","06039","MADERA","CALIFORNIA",2018,"Personal calendar",11.83
"1081","06041","MARIN","CALIFORNIA",2018,"Personal calendar",13.27
"1082","06045","MENDOCINO","CALIFORNIA",2018,"Personal calendar",16.41
"1083","06047","MERCED","CALIFORNIA",2018,"Personal calendar",16.54
"1084","06049","MODOC","CALIFORNIA",2018,"Personal calendar",3.43
"1085","06051","MONO","CALIFORNIA",2018,"Personal calendar",8.64
"1086","06053","MONTEREY","CALIFORNIA",2018,"Personal calendar",11.21
"1087","06055","NAPA","CALIFORNIA",2018,"Personal calendar",6.52
"1088","06057","NEVADA","CALIFORNIA",2018,"Personal calendar",24.38
"1089","06059","ORANGE","CALIFORNIA",2018,"Personal calendar",0
"1090","06061","PLACER","CALIFORNIA",2018,"Personal calendar",20.03
"1091","06065","RIVERSIDE","CALIFORNIA",2018,"Personal calendar",13.31
"1092","06067","SACRAMENTO","CALIFORNIA",2018,"Personal calendar",23.46
"1093","06069","SAN BENITO","CALIFORNIA",2018,"Personal calendar",13.27
"1094","06071","SAN BERNARDINO","CALIFORNIA",2018,"Personal calendar",20.08
"1095","06073","SAN DIEGO","CALIFORNIA",2018,"Personal calendar",16.71
"1096","06077","SAN JOAQUIN","CALIFORNIA",2018,"Personal calendar",12.43
"1097","06079","SAN LUIS OBISPO","CALIFORNIA",2018,"Personal calendar",9.57
"1098","06081","SAN MATEO","CALIFORNIA",2018,"Personal calendar",18.6
"1099","06083","SANTA BARBARA","CALIFORNIA",2018,"Personal calendar",10.37
"1100","06085","SANTA CLARA","CALIFORNIA",2018,"Personal calendar",12.45
"1101","06087","SANTA CRUZ","CALIFORNIA",2018,"Personal calendar",32.62
"1102","06089","SHASTA","CALIFORNIA",2018,"Personal calendar",14.71
"1103","06093","SISKIYOU","CALIFORNIA",2018,"Personal calendar",13.45
"1104","06095","SOLANO","CALIFORNIA",2018,"Personal calendar",13.88
"1105","06097","SONOMA","CALIFORNIA",2018,"Personal calendar",10.05
"1106","06099","STANISLAUS","CALIFORNIA",2018,"Personal calendar",14.41
"1107","06101","SUTTER","CALIFORNIA",2018,"Personal calendar",16.2
"1108","06103","TEHAMA","CALIFORNIA",2018,"Personal calendar",9.31
"1109","06107","TULARE","CALIFORNIA",2018,"Personal calendar",14.72
"1110","06109","TUOLUMNE","CALIFORNIA",2018,"Personal calendar",20
"1111","06111","VENTURA","CALIFORNIA",2018,"Personal calendar",12.85
"1112","06113","YOLO","CALIFORNIA",2018,"Personal calendar",9.05
"1113","06115","YUBA","CALIFORNIA",2018,"Personal calendar",17.6
"1114","08001","ADAMS","COLORADO",2018,"Personal calendar",9.43
"1115","08003","ALAMOSA","COLORADO",2018,"Personal calendar",14.43
"1116","08007","ARCHULETA","COLORADO",2018,"Personal calendar",16.85
"1117","08013","BOULDER","COLORADO",2018,"Personal calendar",12.59
"1118","08021","CONEJOS","COLORADO",2018,"Personal calendar",12.34
"1119","08029","DELTA","COLORADO",2018,"Personal calendar",11.23
"1120","08039","ELBERT","COLORADO",2018,"Personal calendar",11.03
"1121","08041","EL PASO","COLORADO",2018,"Personal calendar",13.33
"1122","08043","FREMONT","COLORADO",2018,"Personal calendar",4.34
"1123","08045","GARFIELD","COLORADO",2018,"Personal calendar",17.79
"1124","08049","GRAND","COLORADO",2018,"Personal calendar",10.63
"1125","08051","GUNNISON","COLORADO",2018,"Personal calendar",17.06
"1126","08057","JACKSON","COLORADO",2018,"Personal calendar",33.02
"1127","08059","JEFFERSON","COLORADO",2018,"Personal calendar",20.19
"1128","08063","KIT CARSON","COLORADO",2018,"Personal calendar",8.39
"1129","08067","LA PLATA","COLORADO",2018,"Personal calendar",1.38
"1130","08069","LARIMER","COLORADO",2018,"Personal calendar",18.04
"1131","08075","LOGAN","COLORADO",2018,"Personal calendar",15.1
"1132","08077","MESA","COLORADO",2018,"Personal calendar",17.37
"1133","08081","MOFFAT","COLORADO",2018,"Personal calendar",0
"1134","08083","MONTEZUMA","COLORADO",2018,"Personal calendar",0.42
"1135","08085","MONTROSE","COLORADO",2018,"Personal calendar",12.82
"1136","08087","MORGAN","COLORADO",2018,"Personal calendar",0
"1137","08089","OTERO","COLORADO",2018,"Personal calendar",0.67
"1138","08095","PHILLIPS","COLORADO",2018,"Personal calendar",6.82
"1139","08099","PROWERS","COLORADO",2018,"Personal calendar",0
"1140","08101","PUEBLO","COLORADO",2018,"Personal calendar",15.42
"1141","08103","RIO BLANCO","COLORADO",2018,"Personal calendar",4.88
"1142","08105","RIO GRANDE","COLORADO",2018,"Personal calendar",4.52
"1143","08107","ROUTT","COLORADO",2018,"Personal calendar",12.38
"1144","08109","SAGUACHE","COLORADO",2018,"Personal calendar",0
"1145","08115","SEDGWICK","COLORADO",2018,"Personal calendar",7.61
"1146","08121","WASHINGTON","COLORADO",2018,"Personal calendar",6.83
"1147","08123","WELD","COLORADO",2018,"Personal calendar",3.26
"1148","08125","YUMA","COLORADO",2018,"Personal calendar",2.5
"1149","32001","CHURCHILL","NEVADA",2018,"Personal calendar",23.53
"1150","32003","CLARK","NEVADA",2018,"Personal calendar",5.48
"1151","32005","DOUGLAS","NEVADA",2018,"Personal calendar",0
"1152","32007","ELKO","NEVADA",2018,"Personal calendar",9.02
"1153","32011","EUREKA","NEVADA",2018,"Personal calendar",10.27
"1154","32013","HUMBOLDT","NEVADA",2018,"Personal calendar",25.71
"1155","32017","LINCOLN","NEVADA",2018,"Personal calendar",21.22
"1156","32019","LYON","NEVADA",2018,"Personal calendar",17.68
